date,equity,holding,branch,cash,shares
2016-11-04,172323.9378783298,TQQQ,bull_trend,7013.847104747343,74268
2016-11-07,184168.54199763064,TQQQ,bull_trend,7013.847104747343,74268
2016-11-08,187641.03647585635,TQQQ,bull_trend,7013.847104747343,74268
2016-11-09,190171.79101820712,TQQQ,bull_trend,7013.847104747343,74268
2016-11-10,181461.23224421268,TQQQ,bull_trend,7013.847104747343,74268
2016-11-11,181314.10585280185,TQQQ,bull_trend,7013.847104747343,74268
2016-11-14,175428.55440397983,TQQQ,bull_trend,7013.847104747343,74268
2016-11-15,183226.89059611087,TQQQ,bull_trend,7013.847104747343,74268
2016-11-16,186096.11197825198,TQQQ,bull_trend,7013.847104747343,74268
2016-11-17,190245.39848109012,TQQQ,bull_trend,7013.847104747343,74268
2016-11-18,188185.43422575717,TQQQ,bull_trend,7013.847104747343,74268
2016-11-21,193629.58879347568,TQQQ,bull_trend,7013.847104747343,74268
2016-11-22,195307.01380701785,TQQQ,bull_trend,7013.847104747343,74268
2016-11-23,193041.03010721927,TQQQ,bull_trend,7013.847104747343,74268
2016-11-25,194836.11727877383,TQQQ,bull_trend,7013.847104747343,74268
2016-11-28,193791.41188784366,TQQQ,bull_trend,7013.847104747343,74268
2016-11-29,195586.5344731403,TQQQ,bull_trend,7013.847104747343,74268
2016-11-30,189480.3377043796,TQQQ,bull_trend,7013.847104747343,74268
2016-12-01,179460.17874880557,TQQQ,bull_trend,7013.847104747343,74268
2016-12-02,180151.73830385928,TQQQ,bull_trend,7013.847104747343,74268
2016-12-05,184153.86300154452,TQQQ,bull_trend,7013.847104747343,74268
2016-12-06,185433.9635359836,TQQQ,bull_trend,7013.847104747343,74268
2016-12-07,192055.2177693439,TQQQ,bull_trend,7013.847104747343,74268
2016-12-08,193188.19191237216,TQQQ,bull_trend,7013.847104747343,74268
2016-12-09,197543.49785967593,TQQQ,bull_trend,7013.847104747343,74268
2016-12-12,194845.14642848083,UVXY,bull_overbought,194845.14642848083,0
2016-12-13,199912.47750947994,TQQQ,bull_trend,9743.969765406073,72345
2016-12-14,200189.77298238617,UVXY,bull_overbought,200189.77298238617,0
2016-12-15,200728.02951767415,TQQQ,bull_trend,10010.394238972367,72647
2016-12-16,198410.78589656323,TQQQ,bull_trend,10010.394238972367,72647
2016-12-19,200713.6882310149,TQQQ,bull_trend,10010.394238972367,72647
2016-12-20,203016.46932270497,TQQQ,bull_trend,10010.394238972367,72647
2016-12-21,202340.00399448842,TQQQ,bull_trend,10010.394238972367,72647
2016-12-22,200670.50848748654,TQQQ,bull_trend,10010.394238972367,72647
2016-12-23,201260.5450470683,TQQQ,bull_trend,10010.394238972367,72647
2016-12-27,204052.76584699124,TQQQ,bull_trend,10010.394238972367,72647
2016-12-28,199562.26304438084,TQQQ,bull_trend,10010.394238972367,72647
2016-12-29,198641.14714362592,TQQQ,bull_trend,10010.394238972367,72647
2016-12-30,193128.65446259946,TQQQ,bull_trend,10010.394238972367,72647
2017-01-03,197561.67087581128,TQQQ,bull_trend,10010.394238972367,72647
2017-01-04,200756.86797454327,TQQQ,bull_trend,10010.394238972367,72647
2017-01-05,204139.10801365346,TQQQ,bull_trend,10010.394238972367,72647
2017-01-06,209061.42557194203,TQQQ,bull_trend,10010.394238972367,72647
2017-01-09,211076.44562914342,TQQQ,bull_trend,10010.394238972367,72647
2017-01-10,212227.80153419942,TQQQ,bull_trend,10010.394238972367,72647
2017-01-11,213782.20301964253,TQQQ,bull_trend,10010.394238972367,72647
2017-01-12,212745.97577693433,TQQQ,bull_trend,10010.394238972367,72647
2017-01-13,215077.578005099,TQQQ,bull_trend,10010.394238972367,72647
2017-01-17,213149.02135732144,TQQQ,bull_trend,10010.394238972367,72647
2017-01-18,214530.7038686511,TQQQ,bull_trend,10010.394238972367,72647
2017-01-19,213983.7431302306,TQQQ,bull_trend,10010.394238972367,72647
2017-01-20,215307.8526501891,TQQQ,bull_trend,10010.394238972367,72647
2017-01-23,215768.3846199748,TQQQ,bull_trend,10010.394238972367,72647
2017-01-24,220057.50319554776,TQQQ,bull_trend,10010.394238972367,72647
2017-01-25,226188.7496502635,TQQQ,bull_trend,10010.394238972367,72647
2017-01-26,227058.8760334907,UVXY,bull_overbought,227058.8760334907,0
2017-01-27,227058.8760334907,UVXY,bull_overbought,227058.8760334907,0
2017-01-30,227058.8760334907,UVXY,bull_overbought,227058.8760334907,0
