date,QQQ,TQQQ,TECL,IEF,GLD,SHY
2018-06-18,176.5,7.830000000000018,14.860000000000053,101.88000000000004,121.10999999999983,83.25999999999993
2018-06-19,176.0,7.7600000000000176,14.580000000000053,102.15000000000005,120.79999999999983,83.28999999999994
2018-06-20,177.25,7.920000000000018,14.690000000000053,101.82000000000004,120.25999999999982,83.24999999999993
2018-06-21,175.71,7.720000000000016,14.340000000000051,102.09000000000003,120.04999999999981,83.29999999999993
2018-06-22,175.32,7.640000000000016,14.20000000000005,102.11000000000003,120.3399999999998,83.30999999999993
2018-06-25,171.37,7.1500000000000155,13.320000000000048,102.25000000000001,119.8899999999998,83.33999999999993
2018-06-26,172.07,7.230000000000016,13.470000000000049,102.30000000000001,119.25999999999979,83.33999999999993
2018-06-27,169.73,6.9400000000000155,12.920000000000046,102.69000000000001,118.57999999999981,83.38999999999992
2018-06-28,171.19,7.110000000000016,13.380000000000047,102.59000000000002,118.21999999999981,83.38999999999992
2018-06-29,171.65,7.1400000000000166,13.330000000000046,102.51000000000002,118.6499999999998,83.36999999999992
2018-07-02,172.8,7.300000000000016,13.730000000000047,102.25000000000001,117.4599999999998,83.22999999999992
2018-07-03,170.8,7.050000000000015,13.220000000000043,102.51000000000003,118.6499999999998,83.25999999999993
2018-07-04,,,,,,
2018-07-05,172.92,7.310000000000016,13.770000000000046,102.52000000000002,119.0499999999998,83.24999999999993
2018-07-06,175.61000000000004,7.6400000000000166,14.27000000000005,102.61000000000001,118.8599999999998,83.26999999999992
2018-07-09,177.19,7.850000000000017,14.590000000000051,102.35000000000001,119.14999999999979,83.21999999999993
2018-07-10,177.32,7.870000000000018,14.69000000000005,102.27000000000001,118.9299999999998,83.20999999999992
2018-07-11,176.42,7.750000000000017,14.46000000000005,102.48,117.63999999999979,83.23999999999992
2018-07-12,179.46,8.140000000000018,15.18000000000005,102.44,118.1299999999998,83.22999999999992
2018-07-13,179.61,8.160000000000016,15.14000000000005,102.61000000000001,117.60999999999981,83.24999999999993
2018-07-16,179.18,8.100000000000016,15.040000000000049,102.44000000000001,117.54999999999983,83.22999999999993
2018-07-17,180.27,8.260000000000014,15.350000000000048,102.38000000000001,116.27999999999984,83.21999999999993
2018-07-18,179.93,8.200000000000015,15.280000000000047,102.30000000000001,116.30999999999983,83.20999999999994
2018-07-19,179.03,8.080000000000014,15.130000000000049,102.58,115.80999999999982,83.24999999999993
2018-07-20,178.99,8.070000000000014,15.110000000000047,102.22000000000001,116.55999999999983,83.24999999999993
