date,action,asset,price,shares,pnl,reason
2022-12-13,BUY,QLD,21.56688686720862,12385.260478108534,,"QLD entry: Confirmed Up, RT <= 1.40"
2022-12-14,SELL,QLD,20.337177076279843,12385.260478108534,-15230.276073133311,QLD 5% loss exit
2023-01-10,BUY,QQQ,264.0935545337913,953.757602769949,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2023-01-12,SELL,QQQ,272.55075772684324,953.757602769949,8066.121843543573,"QLD entry: Confirmed Up, RT <= 1.40"
2023-01-12,BUY,QLD,18.846600291253903,13792.798345880998,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-01-20,SELL,QLD,18.633616191801018,13792.798345880998,-2937.6467346327263,QLD Confirmed-Down proxy exit
2023-01-23,BUY,QLD,19.530130636518184,13159.65138028764,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-03-13,SELL,QLD,19.66386749508903,13159.65138028764,1759.9304354871565,QLD Confirmed-Down proxy exit
2023-03-14,BUY,QQQ,288.4165910413327,897.2078897723937,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2023-03-15,SELL,QQQ,288.8084733222772,897.2078897723937,351.59987432541675,"QLD entry: Confirmed Up, RT <= 1.40"
2023-03-15,BUY,QLD,20.748596575850407,12488.615311912807,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-05-26,SELL,QLD,27.311474672006707,12488.615311912807,81961.25988187472,QLD 30% profit exit
2023-08-24,BUY,QLD,32.007031822382125,10656.486445619958,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-08-25,SELL,QLD,30.189234798556033,10656.486445619958,-19371.329345291015,QLD 5% loss exit
2023-08-29,BUY,QLD,30.932196292307253,10400.527928709005,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-09-21,SELL,QLD,29.935471151321824,10400.527928709005,-10366.467666065379,QLD Confirmed-Down proxy exit
2023-10-09,BUY,QLD,30.06958251416561,10354.141219676483,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-10-16,SELL,QLD,30.735146015025492,10354.141219676483,6891.338478565507,QLD Confirmed-Down proxy exit
2023-10-17,BUY,QLD,30.571236944186165,10409.655416558828,,"QLD entry: Confirmed Up, RT <= 1.40"
2023-10-19,SELL,QLD,30.382495099224926,10409.655416558828,-1964.73756873206,QLD Confirmed-Down proxy exit
2023-11-03,BUY,QLD,30.22355585252916,10464.397578544771,,"QLD entry: Confirmed Up, RT <= 1.40"
2024-01-22,SELL,QLD,40.19358356638597,10464.397578544771,104330.33386690746,QLD 30% profit exit
