date,action,asset,price,shares,pnl,reason
2022-06-30,BUY,TQQQ,11.463808515718636,23083.688780816574,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-07-13,SELL,TQQQ,11.358985045234396,23083.688780816574,-2419.7123695833143,TQQQ Confirmed-Down proxy exit
2022-07-28,BUY,TQQQ,14.618022081362732,17937.26088185638,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-08-29,SELL,TQQQ,13.984320594599014,17937.26088185638,-11366.868889301055,TQQQ Confirmed-Down proxy exit
2022-09-19,BUY,QQQ,279.7013441584104,896.8151637439918,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2022-10-25,SELL,QQQ,273.16100158374826,896.8151637439918,-5865.4783970374265,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-10-25,BUY,TQQQ,10.234520858051319,23936.1404174661,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-10-28,SELL,TQQQ,9.410233001964482,23936.1404174661,-19730.269867706607,TQQQ 5% loss exit
2022-11-25,BUY,TQQQ,10.644283246795167,21161.092134964856,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-11-29,SELL,TQQQ,10.15828355676375,21161.092134964856,-10284.284218319168,TQQQ Confirmed-Down proxy exit
2022-12-02,BUY,TQQQ,10.696694034523983,20095.963629882608,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2022-12-07,SELL,TQQQ,9.79617096146859,20095.963629882608,-18096.878923991288,TQQQ 5% loss exit
2023-01-10,BUY,QQQ,264.0935545337913,745.4308974003978,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2023-01-12,SELL,QQQ,272.55075772684324,745.4308974003978,6304.260565694247,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-01-12,BUY,TQQQ,9.348915741982777,21731.69183749538,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-03-01,SELL,TQQQ,10.565423161476714,21731.69183749538,26436.764358468936,TQQQ Confirmed-Down proxy exit
2023-03-14,BUY,QQQ,288.4165910413327,796.0863813311063,,"QQQ RT10/RT15 crossover, RT <= 1.12"
2023-03-15,SELL,QQQ,288.8084733222772,796.0863813311063,311.9721469448996,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-03-15,BUY,TQQQ,10.618106595260832,21653.24772003244,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-05-30,SELL,TQQQ,17.491706742102224,21653.24772003244,148835.766708008,TQQQ 50% profit exit
2023-08-31,BUY,TQQQ,20.316084749044116,18642.974953661855,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-09-18,SELL,TQQQ,19.054789029263336,18642.974953661855,-23514.304513033945,TQQQ 5% loss exit
2023-10-09,BUY,TQQQ,17.754320601517016,20008.535533007882,,"TQQQ entry: Confirmed Up, RT <= 1.40"
2023-10-23,SELL,TQQQ,16.328542873215564,20008.535533007882,-28527.72433889087,TQQQ 5% loss exit
2023-11-09,BUY,TQQQ,19.078255505800108,17124.743411767962,,"TQQQ entry: Confirmed Up, RT <= 1.40"
