date,spy_price,long_strike,short_strike,debit,pnl,roi,win
2024-12-30,586.46,557,604,29.63,19.4,0.65,true
2024-12-31,584.32,555,602,29.57,21.41,0.72,true
2025-01-06,593.57,564,611,29.74,12.98,0.44,true
2025-01-07,586.86,558,604,29.07,9.49,0.33,true
2025-01-10,578.75,550,596,28.98,14.8,0.51,true
2025-01-13,579.65,551,597,28.95,2.4,0.08,true
2025-01-14,580.44,551,598,29.59,10.24,0.35,true
2025-01-17,595.79,566,614,30.14,-13.47,-0.45,false
2025-01-21,601.24,571,619,30.4,-22.87,-0.75,false
2025-01-24,606.15,576,624,30.37,-30.52,-1.0,false
2025-01-27,597.57,568,615,29.72,-29.2,-0.98,false
2025-01-28,602.71,573,621,30.13,-28.46,-0.94,false
2025-01-31,600.02,570,618,30.25,-25.97,-0.86,false
2025-02-03,595.98,566,614,30.2,-23.94,-0.79,false
2025-02-04,599.98,570,618,30.22,-26.21,-0.87,false
2025-02-07,598.97,569,617,30.23,-20.94,-0.69,false
2025-02-10,603.04,573,621,30.28,-26.8,-0.89,false
2025-02-11,603.49,573,622,30.79,-30.64,-1.0,false
2025-02-14,607.87,577,626,31.02,-31.28,-1.01,false
2025-02-18,609.66,579,628,30.9,-33.1,-1.07,false
2025-02-21,598.14,568,616,30.27,-32.46,-1.07,false
2025-02-24,595.42,566,613,29.65,-31.5,-1.06,false
2025-02-25,592.46,563,610,29.64,-30.53,-1.03,false
2025-02-28,592.4,563,610,29.63,-29.74,-1.0,false
2025-03-03,582.02,553,599,29.13,-28.95,-0.99,false
2025-03-07,574.19,545,591,29.17,-29.63,-1.02,false
2025-03-10,558.9,531,576,28.45,-8.17,-0.29,false
2025-03-11,554.25,527,571,27.83,-2.07,-0.07,false
2025-03-14,561.12,533,578,28.36,-8.71,-0.31,false
2025-03-17,565.45,537,582,28.48,-6.33,-0.22,false
2025-03-18,559.34,531,576,28.43,6.39,0.22,true
2025-03-21,563.98,536,581,28.29,-1.35,-0.05,false
2025-03-24,574.08,545,591,29.11,-8.93,-0.31,false
2025-03-25,575.46,547,593,28.86,-10.97,-0.38,false
2025-03-28,555.66,528,572,27.82,25.37,0.91,true
2025-03-31,559.39,531,576,28.44,29.19,1.03,true
2025-04-01,560.97,533,578,28.3,31.03,1.1,true
2025-04-04,505.28,480,520,26.33,86.74,3.29,true
2025-04-07,504.38,479,520,26.85,75.7,2.82,true
2025-04-08,496.48,472,511,26.12,79.69,3.05,true
2025-04-14,539.12,512,555,27.47,48.81,1.78,true
2025-04-15,537.61,511,554,27.29,49.29,1.81,true
2025-04-21,513.88,488,529,26.33,76.76,2.92,true
2025-04-22,527.25,501,543,26.77,69.41,2.59,true
2025-04-25,550.64,523,567,27.85,46.9,1.68,true
2025-04-28,550.85,523,567,27.93,50.88,1.82,true
2025-04-29,554.32,527,571,27.76,40.35,1.45,true
