date,strategy_sector_rotation,strategy_regime_risk_on_off,QQQ,SPY,risk_on
2016-06-01,1.0,1.0,1.0,1.0,0
2016-06-02,1.003104172372866,1.003104172372866,1.0020842772995016,1.0030437057117039,0
2016-06-03,1.0124166894914637,1.0124166894914637,0.9973719981875849,1.0000475579017452,0
2016-06-05,1.0124166894914637,1.0124166894914637,0.9973719981875849,1.0000475579017452,0
2016-06-06,1.009769013055784,1.009769013055784,1.0009968282736745,1.0051362533885002,0
2016-06-07,1.0112298000547797,1.0112298000547797,0.998459447213412,1.0067056641460976,0
2016-06-08,1.0124166894914635,1.0124166894914635,1.0001812415043045,1.0099871593665284,0
2016-06-09,1.0139687756778963,1.0139687756778963,0.998550067965564,1.0086079802159127,0
2016-06-10,1.0175294439879485,1.0175294439879485,0.9872224739465336,0.9990488419650921,0
2016-06-12,1.0175294439879485,1.0175294439879485,0.9872224739465336,0.9990488419650921,0
2016-06-13,1.0195380261115676,1.0195380261115676,0.9789759855006794,0.9913444618823415,0
2016-06-14,1.0192641285492556,1.0192641285492556,0.9789759855006794,0.9893945879107812,0
2016-06-15,1.0223683009221216,1.0223683009221216,0.9761667421839599,0.9880154087601652,0
2016-06-16,1.023463891171368,1.023463891171368,0.9790666062528317,0.9909639986683786,0
2016-06-17,1.0199945220487534,1.0199945220487534,0.965020389669234,0.9821657868454842,0
2016-06-19,1.0199945220487534,1.0199945220487534,0.965020389669234,0.9821657868454842,0
2016-06-20,1.015612161051766,1.015612161051766,0.9710919800634342,0.988490987777619,0
2016-06-21,1.0133296813658352,1.0133296813658352,0.9741730856366106,0.9912969039805963,0
2016-06-22,1.0153382634894543,1.0153382634894543,0.9718169460806524,0.9896799353212536,0
2016-06-23,1.010499406555281,1.010499406555281,0.9856819211599455,1.0025681266942503,0
2016-06-24,1.0244681822331774,1.0244681822331774,0.9450838241957407,0.9665667950730015,0
2016-06-26,1.0244681822331774,1.0244681822331774,0.9450838241957407,0.9665667950730015,0
2016-06-27,1.0333242034145889,1.0333242034145889,0.9263253285002263,0.9492557188376849,0
2016-06-28,1.0331416050397144,1.0331416050397144,0.9466243769823288,0.9663765634660199,0
2016-06-29,1.0289418424176018,1.0289418424176018,0.9633892161304937,0.9828315974699195,0
2016-06-30,1.0312243221035324,1.0312243221035324,0.9745355686452197,0.9962429257621152,0
2016-07-01,1.0325025107276538,1.0325025107276538,0.9794290892614409,0.9983354734389115,0
2016-07-04,1.0325025107276538,1.0325025107276538,0.9794290892614409,0.9983354734389115,0
2016-07-05,1.0187783929846508,1.0325025107276538,0.9734481196193929,0.9911542302753598,0
2016-07-06,1.0335610822905517,1.0325025107276538,0.9814227458087902,0.9970989679935315,0
2016-07-07,1.0363899282295232,1.0325025107276538,0.9843226098776622,0.9964807152708417,1
2016-07-08,1.0679992067649886,1.0325025107276538,0.9995468962392388,1.0113187806153987,1
2016-07-10,1.0679992067649886,1.0325025107276538,0.9995468962392388,1.0113187806153987,1
2016-07-11,1.0774710729426693,1.0325025107276538,1.0052560036248301,1.0148856232463017,1
2016-07-12,1.0912863992015354,1.0325025107276538,1.0103307657453557,1.0222570980168346,1
2016-07-13,1.0883663447467005,1.0325025107276538,1.007884005437245,1.0221144243115983,1
2016-07-14,1.1014699681923914,1.0325025107276538,1.0147711826008157,1.0278213725210437,1
2016-07-15,1.097929419440244,1.0325025107276538,1.0131400090620755,1.0264421933704277,1
2016-07-17,1.097929419440244,1.0325025107276538,1.0131400090620755,1.0264421933704277,1
2016-07-18,1.1084598571808222,1.0325025107276538,1.0198459447213415,1.0292005516716594,1
2016-07-19,1.1026197482711524,1.0325025107276538,1.0161304938830997,1.028154277833261,1
2016-07-20,1.1213810635947863,1.0325025107276538,1.0280018124150434,1.032434488990345,1
2016-07-21,1.112967768980004,1.0325025107276538,1.0256456728590853,1.028534741047224,1
2016-07-22,1.1231513379708598,1.0325025107276538,1.0299048482102406,1.0331478575165254,1
2016-07-24,1.1231513379708598,1.0325025107276538,1.0299048482102406,1.0331478575165254,1
